Product Name,New Prices,Category,Type,Image URL(s),Stock Quantity,Description,Product Buy Link,Size/Color Variants,Gender,
Na-kd Ruched Slim Fit Off-Shoulder Top,2299,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20220915/mj3O/632337e6f997dd1f8d00ee87/na-kd_light_pink_ruched_slim_fit_off-shoulder_top.jpg,385,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/na-kd-ruched-slim-fit-off-shoulder-top/p/469276990_mediumpink,mediumpink,Women,
Oxxo Open-Front Shrug with Waist Tie-Up,2599,Clothing,Shrugs & Jackets,https://assets.ajio.com/medias/sys_master/root/20230518/vnqX/64663a3942f9e729d7978c44/oxxo_white_open-front_shrug_with_waist_tie-up.jpg,166,Stylish jacket with a modern cut — adds an instant edge to any outfit.,https://www.ajio.com/oxxo-open-front-shrug-with-waist-tie-up/p/469291098_white,white,Women,
Oxxo Striped Palazzo with Waist Tie-Up,2599,Clothing,Trousers & Pants,https://assets.ajio.com/medias/sys_master/root/20230518/Aqhf/6466492f42f9e729d797f1e1/oxxo_beige_%26_white_striped_palazzo_with_waist_tie-up.jpg,290,Well-tailored trousers with a clean finish — ideal for formal and semi-formal occasions.,https://www.ajio.com/oxxo-striped-palazzo-with-waist-tie-up/p/469150972_beige,beige,Women,
Z-One Ribbed Round-Neck Sweatshirt,2199,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230522/Y2vW/646b8a9bd55b7d0c63ce00ac/z-one_green_ribbed_round-neck_sweatshirt.jpg,259,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/z-one-ribbed-round-neck-sweatshirt/p/469058341_forestgreen,forestgreen,Women,
Na-kd Halter-Neck Bodycon Dress,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230519/JmW6/64679c30d55b7d0c63c94f0c/na-kd_black_halter-neck_bodycon_dress.jpg,177,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/na-kd-halter-neck-bodycon-dress/p/469155557_black,black,Women,
Oxxo Striped Crew-Neck T-shirt,1399,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20221125/QSp5/6380fd8baeb269659cb6ec9f/oxxo_white_striped_crew-neck_t-shirt.jpg,285,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/oxxo-striped-crew-neck-t-shirt/p/469291168_white,white,Women,
TRENDYOL Off-Shoulder Bodycon Dress,3299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/h18/hec/12587426381854/trendyol_anthracite_off-shoulder_bodycon_dress.jpg,260,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/trendyol-off-shoulder-bodycon-dress/p/460316078_anthracite,anthracite,Women,
Xint Square Neck Crop Top,2099,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230914/aQNV/65033875ddf7791519d99fa5/xint_blue_square_neck_crop_top.jpg,290,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/xint-square-neck-crop-top/p/469490607_blue,blue,Women,
Koton Self-Striped Crop Top,1699,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221008/Vhel/6340784ff997ddfdbd0ea823/koton_khaki_self-striped_crop_top.jpg,355,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/koton-self-striped-crop-top/p/469253120_green,green,Women,
Oxxo V-neck Top with Neck-Tie-Up,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230928/25Dd/65156e9eafa4cf41f51508a9/oxxo_beige_v-neck_top_with_neck-tie-up.jpg,157,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-v-neck-top-with-neck-tie-up/p/469291503_yellow,yellow,Women,
Xint Floral Print Off-Shoulder Top,1999,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230914/nXv9/65032cb8afa4cf41f5e540af/xint_beige_floral_print_off-shoulder_top.jpg,324,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/xint-floral-print-off-shoulder-top/p/469396413_beige,beige,Women,
Mavi Schiffli Round-Neck Top with Bishop Sleeves,2599,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221012/VQyf/6346d599f997ddfdbd23969f/mavi_black_schiffli_round-neck_top_with_bishop_sleeves.jpg,271,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/mavi-schiffli-round-neck-top-with-bishop-sleeves/p/469045660_black,black,Women,
I Saw It First Striped O-Ring Top,1799,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230517/55Ol/6465082cd55b7d0c63bef05f/i_saw_it_first_mustard_striped_o-ring_top.jpg,252,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/i-saw-it-first-striped-o-ring-top/p/469188810_mustard,mustard,Women,
Na-kd Ribbed Turtleneck Pullover,3099,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20221125/N2yD/6380e1f7aeb269659cb5e871/na-kd_beige_ribbed_turtleneck_pullover.jpg,323,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/na-kd-ribbed-turtleneck-pullover/p/469293851_beige,beige,Women,
Oxxo Tiered Dress with Ruffled Trim,2999,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230518/Sw1s/64666840d55b7d0c63c4fd60/oxxo_purple_tiered_dress_with_ruffled_trim.jpg,391,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/oxxo-tiered-dress-with-ruffled-trim/p/469151042_purple,purple,Women,
Y-LONDON Floral Print A-Line Dress,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221115/4Mmr/6373c343f997ddfdbd76af32/y-london_yellow_floral_print_a-line_dress.jpg,339,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-floral-print-a-line-dress/p/469371983_yellow,yellow,Women,
TERRANOVA Colourblock Hoodie with Ribbed Hems,2299,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230518/serX/64663b32d55b7d0c63c3b5e1/terranova_pink_%26_off-white_colourblock_hoodie_with_ribbed_hems.jpg,201,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/terranova-colourblock-hoodie-with-ribbed-hems/p/469405429_ltpink,ltpink,Women,
Koton Square-Neck Fit & Flare Dress,2599,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230517/OYW3/6464c53042f9e729d7908f8a/koton_black_square-neck_fit_%26_flare_dress.jpg,162,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/koton-square-neck-fit--flare-dress/p/469292688_black,black,Women,
I Saw It First High-Neck Cropped Sweatshirt,1599,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230517/QR7v/64650892d55b7d0c63bef266/i_saw_it_first_grey_high-neck_cropped_sweatshirt.jpg,256,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/i-saw-it-first-high-neck-cropped-sweatshirt/p/469291842_grey,grey,Women,
Oxxo Smocked V-neck Top,2299,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/a3bi/646648d6d55b7d0c63c406e5/oxxo_cream_smocked_v-neck_top.jpg,311,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-smocked-v-neck-top/p/469150938_cream,cream,Women,
Oxxo Accordion-Pleat A-line Skirt,1799,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20221125/mrvN/6380e795f997ddfdbd9e5c94/oxxo_blue_accordion-pleat_a-line_skirt.jpg,378,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-accordion-pleat-a-line-skirt/p/469290953_blue,blue,Women,
Oxxo Off-Shoulder Twist-Front Crop Top,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/O5vL/6380de33f997ddfdbd9dfd36/oxxo_white_off-shoulder_twist-front_crop_top.jpg,216,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-off-shoulder-twist-front-crop-top/p/469291077_white,white,Women,
TRENDYOL V-neck Sweatshirt with Tie-Up,1799,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/XP3h/6380ee24f997ddfdbd9e999d/trendyol_lavender_v-neck_sweatshirt_with_tie-up.jpg,234,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-v-neck-sweatshirt-with-tie-up/p/469277723_lavender,lavender,Women,
Na-kd Floral Print Smocked A-line Dress,3299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230519/WVeV/64679711d55b7d0c63c9348d/na-kd_blue_floral_print_smocked_a-line_dress.jpg,253,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/na-kd-floral-print-smocked-a-line-dress/p/469187998_bluewhite,bluewhite,Women,
Oxxo Cotton V-neck Crop Top,1699,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/bxsJ/6380ec4caeb269659cb64573/oxxo_black_cotton_v-neck_crop_top.jpg,353,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-cotton-v-neck-crop-top/p/469291204_black,black,Women,
Colin's Printed Fit & Flare Dress,2499,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230516/OAs0/6463a71a42f9e729d78d21c7/colin%27s_navy_blue_printed_fit_%26_flare_dress.jpg,271,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/colin-s-printed-fit--flare-dress/p/469187412_navy,navy,Women,
TRENDYOL Typographic Print Crew-Neck Sweatshirt,1699,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/Km3f/6380e108aeb269659cb5dbf4/trendyol_pink_typographic_print_crew-neck_sweatshirt.jpg,263,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-typographic-print-crew-neck-sweatshirt/p/469277729_pink,pink,Women,
Y-LONDON Striped Sheath Dress with Insert Pockets,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221115/tmzg/6373bfa4aeb269659c8f5713/y-london_white_striped_sheath_dress_with_insert_pockets.jpg,394,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-striped-sheath-dress-with-insert-pockets/p/469371967_whitepink,whitepink,Women,
Na-kd Patterned Knit Off-Shoulder Crop Pullover,3099,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20221125/qd2e/6380e8e9aeb269659cb6269d/na-kd_off-white_patterned_knit_off-shoulder_crop_pullover.jpg,237,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/na-kd-patterned-knit-off-shoulder-crop-pullover/p/469293932_offwhite,offwhite,Women,
Oxxo Crew-Neck Sweatshirt with Drop-Shoulder Sleeves,1899,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230518/MXkk/64665cc7d55b7d0c63c4aceb/oxxo_red_crew-neck_sweatshirt_with_drop-shoulder_sleeves.jpg,205,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/oxxo-crew-neck-sweatshirt-with-drop-shoulder-sleeves/p/469150945_white,white,Women,
Koton Shimmery Round-Neck Sweatshirt,1899,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230517/NTYs/6464d3b342f9e729d7911459/koton_black_shimmery_round-neck_sweatshirt.jpg,294,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/koton-shimmery-round-neck-sweatshirt/p/469020123_black,black,Women,
Oxxo Blouson Top with Ruffled Overlay,1899,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/aolA/6466546d42f9e729d7983982/oxxo_white_blouson_top_with_ruffled_overlay.jpg,161,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-blouson-top-with-ruffled-overlay/p/469151066_white,white,Women,
Oxxo Crop Hoodie with Ribbed Hems,1799,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/FDLe/6380dad3f997ddfdbd9ddd4a/oxxo_cream_crop_hoodie_with_ribbed_hems.jpg,259,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/oxxo-crop-hoodie-with-ribbed-hems/p/469291007_cream,cream,Women,
Wknd Tropical Print Shirt Dress with Belt,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230601/oho5/6478212ad55b7d0c632f9ff6/wknd_blue_tropical_print_shirt_dress_with_belt.jpg,362,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/wknd-tropical-print-shirt-dress-with-belt/p/469403723_blue,blue,Women,
Oxxo Ribbed Fitted Crop Top,1999,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/hTqv/6380e8e2aeb269659cb6252b/oxxo_teal_ribbed_fitted_crop_top.jpg,256,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-ribbed-fitted-crop-top/p/469291298_midnight,midnight,Women,
Y-LONDON Strappy Cowl-Neck Top,2199,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230102/LUYC/63b30e2caeb269659c1e6216/y-london_black_strappy_cowl-neck_top.jpg,368,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/y-london-strappy-cowl-neck-top/p/469371741_black,black,Women,
Na-kd Ruched Slim Fit Off-Shoulder Top,2299,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20220915/C2vw/6323385ff997dd1f8d00f24f/na-kd_mint_green_ruched_slim_fit_off-shoulder_top.jpg,169,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/na-kd-ruched-slim-fit-off-shoulder-top/p/469276991_mint,mint,Women,
TRENDYOL Floral Print Bodycon Dress,1999,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221125/s89A/6380e701aeb269659cb61580/trendyol_white_floral_print_bodycon_dress.jpg,169,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/trendyol-floral-print-bodycon-dress/p/469204670_mint,mint,Women,
TRENDYOL Sweatshirt with Cuffed Sleeves,1699,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221125/jkjw/6380d34faeb269659cb55f9e/trendyol_grey_sweatshirt_with_cuffed_sleeves.jpg,385,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/trendyol-sweatshirt-with-cuffed-sleeves/p/469277717_grey,grey,Women,
Xint Heathered Round-Neck Pullover,1799,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230914/900T/65032abdafa4cf41f5e53227/xint_blue_heathered_round-neck_pullover.jpg,167,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/xint-heathered-round-neck-pullover/p/469396493_ltblue,ltblue,Women,
Oxxo Tiered Skirt with Semi-Elasticated Waist,2299,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20221125/DJIH/6380d5cef997ddfdbd9daede/oxxo_beige_tiered_skirt_with_semi-elasticated_waist.jpg,399,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-tiered-skirt-with-semi-elasticated-waist/p/469291405_beige,beige,Women,
Y-LONDON Striped Sheath Dress with Insert Pockets,2299,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20221115/d0IT/6373ac60f997ddfdbd762fc2/y-london_white_striped_sheath_dress_with_insert_pockets.jpg,264,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/y-london-striped-sheath-dress-with-insert-pockets/p/469371967_whiteorange,whiteorange,Women,
Xint Off-Shoulder Top with Frill Trims,2299,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230914/hdY8/65032255ddf7791519d8a0f8/xint_white_off-shoulder_top_with_frill_trims.jpg,272,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/xint-off-shoulder-top-with-frill-trims/p/469490611_white,white,Women,
Oxxo Asymmetrical Pencil Skirt,1399,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20220915/eO21/632342b8aeb269dbb38d67ad/oxxo_white_asymmetrical_pencil_skirt.jpg,223,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-asymmetrical-pencil-skirt/p/469151089_white,white,Women,
Oxxo Ribbed Fitted Top with Cutout,1699,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/hDGJ/6380e97af997ddfdbd9e6e2d/oxxo_white_ribbed_fitted_top_with_cutout.jpg,389,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-ribbed-fitted-top-with-cutout/p/469291467_white,white,Women,
BRAVE SOUL Crew-Neck Sweatshirt with Striped Sleeves,1799,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/h32/hcc/11981604323358/brave_soul_indigo_crew-neck_sweatshirt_with_striped_sleeves.jpg,251,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/brave-soul-crew-neck-sweatshirt-with-striped-sleeves/p/460267165_indigo,indigo,Women,
I Saw It First Checked High-Neck Pullover,2299,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230110/pwIi/63bd8498f997dd708efbf120/i_saw_it_first_grey_checked_high-neck_pullover.jpg,221,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/i-saw-it-first-checked-high-neck-pullover/p/469389143_grey,grey,Women,
Barrels And Oil Cropped Hoodie with Back Cutout,1599,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221226/6tFc/63a941a7f997ddfdbdf65cea/barrels_and_oil_pink_cropped_hoodie_with_back_cutout.jpg,388,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/barrels-and-oil-cropped-hoodie-with-back-cutout/p/469047847_pink,pink,Women,
Koton Ribbed Fitted High-Neck T-shirt with Cutout,1499,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20230517/EmjJ/6464d254d55b7d0c63bd6f50/koton_black_ribbed_fitted_high-neck_t-shirt_with_cutout.jpg,188,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/koton-ribbed-fitted-high-neck-t-shirt-with-cutout/p/469197293_black,black,Women,
TERRANOVA Brand Print Crew-Neck Sweatshirt,1999,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230518/JWaW/64666b1342f9e729d79905e6/terranova_pink_brand_print_crew-neck_sweatshirt.jpg,224,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/terranova-brand-print-crew-neck-sweatshirt/p/469405473_pink,pink,Women,
I Saw It First Dollar Print Loose Fit Crew-Neck Sweatshirt,2499,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230517/UQMI/6464e67442f9e729d7919ba4/i_saw_it_first_black_dollar_print_loose_fit_crew-neck_sweatshirt.jpg,193,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/i-saw-it-first-dollar-print-loose-fit-crew-neck-sweatshirt/p/469389203_black,black,Women,
Oxxo V-neck Top with Applique,1899,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230518/cENz/6466539bd55b7d0c63c44429/oxxo_yellow_v-neck_top_with_applique.jpg,378,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-v-neck-top-with-applique/p/469151064_ltyellow,ltyellow,Women,
Na-kd Textured Off-Shoulder Top with Bell Sleeves,2299,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230519/UUHB/6467b7dbd55b7d0c63ca51f9/na-kd_white_textured_off-shoulder_top_with_bell_sleeves.jpg,281,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/na-kd-textured-off-shoulder-top-with-bell-sleeves/p/469188059_white,white,Women,
I Saw It First Ribbed Boat-Neck Pullover,2299,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230110/7U65/63bd7a38aeb269c651d4edad/i_saw_it_first_pink_ribbed_boat-neck_pullover.jpg,384,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/i-saw-it-first-ribbed-boat-neck-pullover/p/469389309_pink,pink,Women,
Oxxo V-Neck Pullover with Ribbed Neckline,2299,Clothing,Sweaters & Cardigans,https://assets.ajio.com/medias/sys_master/root/20230518/6XNY/64664d7ed55b7d0c63c41f69/oxxo_yellow_v-neck_pullover_with_ribbed_neckline.jpg,308,Premium quality Sweaters & Cardigans at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/oxxo-v-neck-pullover-with-ribbed-neckline/p/469291335_yellow,yellow,Women,
LC Waikiki Printed Shirt with Spread Collar,2299,Clothing,Shirts,https://assets.ajio.com/medias/sys_master/root/20221012/Gg1H/6346d703f997ddfdbd23a453/lc_waikiki_black_printed_shirt_with_spread_collar.jpg,275,Classic regular-fit shirt with clean collar — versatile for both office and casual outings.,https://www.ajio.com/lc-waikiki-printed-shirt-with-spread-collar/p/469207962_black,black,Women,
Na-kd Crop Hoodie with Drop-Shoulder Sleeves,2699,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20230519/jksw/6467afc8d55b7d0c63ca26ea/na-kd_green_crop_hoodie_with_drop-shoulder_sleeves.jpg,381,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/na-kd-crop-hoodie-with-drop-shoulder-sleeves/p/469293885_green,green,Women,
I Saw It First Striped Spread Collar Shirt,2299,Clothing,Shirts,https://assets.ajio.com/medias/sys_master/root/20230110/2Fzd/63bd8d8caeb269c651d56db4/i_saw_it_first_multicoloured_striped_spread_collar_shirt.jpg,239,Classic regular-fit shirt with clean collar — versatile for both office and casual outings.,https://www.ajio.com/i-saw-it-first-striped-spread-collar-shirt/p/469389385_multi,multi,Women,
I Saw It First Off-Shoulder Top with Gather Trims,1799,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20220912/CTMx/631f463baeb269dbb3837876/i_saw_it_first_cream_off-shoulder_top_with_gather_trims.jpg,343,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/i-saw-it-first-off-shoulder-top-with-gather-trims/p/469188610_cream,cream,Women,
Na-kd Checked A-Line Skirt with Tie-Up,2499,Clothing,Skirts,https://assets.ajio.com/medias/sys_master/root/20230519/FMEH/6467aabdd55b7d0c63ca0d39/na-kd_cream_%26_yellow_checked_a-line_skirt_with_tie-up.jpg,338,Premium quality Skirts at an unbeatable discounted price — grab it before stock runs out.,https://www.ajio.com/na-kd-checked-a-line-skirt-with-tie-up/p/469294081_yellow,yellow,Women,
Oxxo Tie & Dye Fitted One-Shoulder Top,1699,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/jagB/6380ea6df997ddfdbd9e75a9/oxxo_orange_tie_%26_dye_fitted_one-shoulder_top.jpg,238,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-tie--dye-fitted-one-shoulder-top/p/469291500_orange,orange,Women,
Na-kd Contour Seam Detail Sweater,2799,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20221008/iuhR/6340712aaeb269659c2b59f0/na-kd_yellow_contour_seam_detail_sweater.jpg,319,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/na-kd-contour-seam-detail-sweater/p/469293950_yellow,yellow,Women,
Panicia Pack of 3 Typographic Print Trunks with Elasticated Waistband,1999,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root/20250206/briw/67a4d5b5bc78b543a929a683/panicia_blue_pack_of_3_typographic_print_trunks_with_elasticated_waistband.jpg,113,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/panicia-pack-of-3-typographic-print-trunks-with-elasticated-waistband/p/701171891_blue,blue,Men,
TALLY WEiJL Self-Striped Strappy Leotard,2499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230522/1Lv0/646b0c4bd55b7d0c63cb858b/tally_weijl_grey_self-striped_strappy_leotard.jpg,269,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/tally-weijl-self-striped-strappy-leotard/p/460333355_darkgrey,darkgrey,Women,
Na-kd Strappy Bodycon Dress,2699,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230519/Qj0x/64678efb42f9e729d79d0f4b/na-kd_black_strappy_bodycon_dress.jpg,209,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/na-kd-strappy-bodycon-dress/p/469276721_black,black,Women,
Oxxo V-neck Tie-Front Crop top,1499,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20221125/QZwf/6380e10af997ddfdbd9e18c3/oxxo_white_v-neck_tie-front_crop_top.jpg,269,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/oxxo-v-neck-tie-front-crop-top/p/469291303_white,white,Women,
Oxxo Graphic Print Crew-Neck Sweatshirt,1799,Clothing,Sweatshirt & Hoodies,https://assets.ajio.com/medias/sys_master/root/20220915/sxrD/632346e7aeb269dbb38d8767/oxxo_white_graphic_print_crew-neck_sweatshirt.jpg,196,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/oxxo-graphic-print-crew-neck-sweatshirt/p/469151118_offwhite,offwhite,Women,
Wknd One-Shoulder Sheath Dress,2099,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230601/EFJn/6478248a42f9e729d7059c1c/wknd_black_one-shoulder_sheath_dress.jpg,394,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/wknd-one-shoulder-sheath-dress/p/469403677_black,black,Women,
Glamorous Floral Print Bodycon Dress,2599,Clothing,Dresses,https://assets.ajio.com/medias/sys_master/root/20230914/gzrl/65033598afa4cf41f5e5ca55/glamorous_green_floral_print_bodycon_dress.jpg,323,Elegant dress with a flattering silhouette — perfect for any occasion.,https://www.ajio.com/glamorous-floral-print-bodycon-dress/p/460971889_brown,brown,Women,
Koton Printed Off-Shoulder Top with Bobble Trims,2199,Clothing,Tops,https://assets.ajio.com/medias/sys_master/root/20230517/HG7L/6464c60742f9e729d79095cf/koton_blue_printed_off-shoulder_top_with_bobble_trims.jpg,366,"Trendy top with a chic design — pairs well with jeans, skirts, or palazzos.",https://www.ajio.com/koton-printed-off-shoulder-top-with-bobble-trims/p/460863632_blue,blue,Women,
